uri,concurrency,requests,qps,tpr,t_90
/param/300?param=optimize,500,30000,8366.28,59.764,25
/param/300?param=optimize,500,30000,12081.3,41.386,8
/param/300?param=optimize,500,30000,17856.88,28.0,5
/param/300?param=optimize,500,30000,24794.58,20.166,4
/param/300?param=optimize,500,30000,26616.2,18.786,4
/param/300?param=optimize,500,30000,24202.37,20.659,4
/param/300?param=optimize,500,30000,24117.31,20.732,4
/param/300?param=optimize,500,30000,29295.67,17.067,4
/param/300?param=optimize,500,30000,28120.32,17.781,3
/param/300?param=optimize,500,30000,25875.97,19.323,4
/param/300?param=optimize,500,30000,27468.88,18.202,4
/param/300?param=optimize,500,30000,27358.13,18.276,4
/param/300?param=optimize,500,30000,18163.06,27.528,3
/param/300?param=optimize,500,30000,26459.32,18.897,3
/param/300?param=optimize,500,30000,26824.59,18.64,4
/param/300?param=optimize,500,30000,25119.3,19.905,4
/param/300?param=optimize,500,30000,20992.45,23.818,4
/param/300?param=optimize,500,30000,26256.76,19.043,4
/param/300?param=optimize,500,30000,27102.84,18.448,4
/param/300?param=optimize,500,30000,26547.15,18.834,4
uri,concurrency,requests,qps,tpr,t_90
/param/400?param=optimize,500,30000,8359.88,59.809,22
/param/400?param=optimize,500,30000,13014.85,38.418,7
/param/400?param=optimize,500,30000,15949.97,31.348,5
/param/400?param=optimize,500,30000,22764.13,21.964,4
/param/400?param=optimize,500,30000,24001.75,20.832,4
/param/400?param=optimize,500,30000,23551.41,21.23,4
/param/400?param=optimize,500,30000,24255.44,20.614,4
/param/400?param=optimize,500,30000,28421.9,17.592,4
/param/400?param=optimize,500,30000,31254.0,15.998,4
/param/400?param=optimize,500,30000,31984.68,15.632,3
/param/400?param=optimize,500,30000,30948.86,16.156,3
/param/400?param=optimize,500,30000,28218.11,17.719,3
/param/400?param=optimize,500,30000,25290.33,19.77,4
/param/400?param=optimize,500,30000,24303.62,20.573,4
/param/400?param=optimize,500,30000,26384.97,18.95,4
/param/400?param=optimize,500,30000,30373.44,16.462,3
/param/400?param=optimize,500,30000,25390.44,19.692,4
/param/400?param=optimize,500,30000,26782.06,18.669,4
/param/400?param=optimize,500,30000,24345.99,20.537,4
/param/400?param=optimize,500,30000,26453.07,18.901,3
uri,concurrency,requests,qps,tpr,t_90
/param/500?param=optimize,500,30000,8325.93,60.053,23
/param/500?param=optimize,500,30000,12810.01,39.032,8
/param/500?param=optimize,500,30000,15887.53,31.471,5
/param/500?param=optimize,500,30000,24253.14,20.616,4
/param/500?param=optimize,500,30000,26680.4,18.74,3
/param/500?param=optimize,500,30000,25733.98,19.43,4
/param/500?param=optimize,500,30000,24637.68,20.294,4
/param/500?param=optimize,500,30000,23785.78,21.021,4
/param/500?param=optimize,500,30000,20953.67,23.862,4
/param/500?param=optimize,500,30000,24594.68,20.33,4
/param/500?param=optimize,500,30000,25410.57,19.677,4
/param/500?param=optimize,500,30000,30440.97,16.425,4
/param/500?param=optimize,500,30000,26512.89,18.859,3
/param/500?param=optimize,500,30000,27282.33,18.327,3
/param/500?param=optimize,500,30000,26136.41,19.13,4
/param/500?param=optimize,500,30000,25630.93,19.508,4
/param/500?param=optimize,500,30000,29150.89,17.152,4
/param/500?param=optimize,500,30000,25933.74,19.28,3
/param/500?param=optimize,500,30000,24674.79,20.264,4
/param/500?param=optimize,500,30000,31098.59,16.078,3
uri,concurrency,requests,qps,tpr,t_90
/path/optimize/1,500,30000,6974.38,71.691,23
/path/optimize/1,500,30000,14279.57,35.015,6
/path/optimize/1,500,30000,17699.58,28.249,5
/path/optimize/1,500,30000,25718.22,19.441,4
/path/optimize/1,500,30000,24979.48,20.016,4
/path/optimize/1,500,30000,25576.01,19.55,4
/path/optimize/1,500,30000,26263.4,19.038,3
/path/optimize/1,500,30000,26560.03,18.825,3
/path/optimize/1,500,30000,26848.81,18.623,3
/path/optimize/1,500,30000,24562.82,20.356,4
/path/optimize/1,500,30000,27248.65,18.35,4
/path/optimize/1,500,30000,26346.55,18.978,3
/path/optimize/1,500,30000,25966.72,19.255,3
/path/optimize/1,500,30000,27114.55,18.44,3
/path/optimize/1,500,30000,26605.06,18.793,4
/path/optimize/1,500,30000,26747.86,18.693,5
/path/optimize/1,500,30000,27681.84,18.062,4
/path/optimize/1,500,30000,26132.5,19.133,3
/path/optimize/1,500,30000,18175.61,27.509,3
/path/optimize/1,500,30000,27134.0,18.427,4
uri,concurrency,requests,qps,tpr,t_90
/path/optimize/10,500,30000,6972.65,71.709,19
/path/optimize/10,500,30000,14230.36,35.136,6
/path/optimize/10,500,30000,22950.85,21.786,5
/path/optimize/10,500,30000,27702.7,18.049,4
/path/optimize/10,500,30000,24083.58,20.761,4
/path/optimize/10,500,30000,23892.03,20.927,4
/path/optimize/10,500,30000,25166.05,19.868,4
/path/optimize/10,500,30000,26583.42,18.809,4
/path/optimize/10,500,30000,25765.8,19.406,4
/path/optimize/10,500,30000,24329.62,20.551,4
/path/optimize/10,500,30000,24320.45,20.559,4
/path/optimize/10,500,30000,29373.95,17.022,4
/path/optimize/10,500,30000,31347.96,15.95,3
/path/optimize/10,500,30000,28338.57,17.644,3
/path/optimize/10,500,30000,26776.08,18.673,4
/path/optimize/10,500,30000,27602.45,18.114,4
/path/optimize/10,500,30000,25806.94,19.375,3
/path/optimize/10,500,30000,26375.25,18.957,4
/path/optimize/10,500,30000,27149.84,18.416,5
/path/optimize/10,500,30000,27313.92,18.306,4
uri,concurrency,requests,qps,tpr,t_90
/path/optimize/30,500,30000,7798.59,64.114,20
/path/optimize/30,500,30000,12152.93,41.142,7
/path/optimize/30,500,30000,23245.07,21.51,5
/path/optimize/30,500,30000,24284.32,20.589,4
/path/optimize/30,500,30000,23902.57,20.918,4
/path/optimize/30,500,30000,25645.01,19.497,3
/path/optimize/30,500,30000,25934.55,19.279,4
/path/optimize/30,500,30000,24497.66,20.41,4
/path/optimize/30,500,30000,26849.39,18.622,4
/path/optimize/30,500,30000,25847.85,19.344,4
/path/optimize/30,500,30000,26443.53,18.908,4
/path/optimize/30,500,30000,25449.35,19.647,4
/path/optimize/30,500,30000,27174.82,18.399,4
/path/optimize/30,500,30000,24375.52,20.512,4
/path/optimize/30,500,30000,25562.85,19.56,3
/path/optimize/30,500,30000,24871.83,20.103,4
/path/optimize/30,500,30000,25314.45,19.752,3
/path/optimize/30,500,30000,25792.67,19.385,4
/path/optimize/30,500,30000,24741.23,20.209,3
/path/optimize/30,500,30000,24418.39,20.476,4
uri,concurrency,requests,qps,tpr,t_90
/path/optimize/50,500,30000,6969.31,71.743,23
/path/optimize/50,500,30000,14534.36,34.401,8
/path/optimize/50,500,30000,18170.43,27.517,4
/path/optimize/50,500,30000,24144.52,20.709,4
/path/optimize/50,500,30000,23733.95,21.067,5
/path/optimize/50,500,30000,23376.39,21.389,5
/path/optimize/50,500,30000,24045.53,20.794,4
/path/optimize/50,500,30000,23680.17,21.115,4
/path/optimize/50,500,30000,23642.86,21.148,5
/path/optimize/50,500,30000,24096.68,20.75,4
/path/optimize/50,500,30000,23828.47,20.983,5
/path/optimize/50,500,30000,23828.76,20.983,4
/path/optimize/50,500,30000,24129.14,20.722,4
/path/optimize/50,500,30000,24200.03,20.661,4
/path/optimize/50,500,30000,23981.89,20.849,4
/path/optimize/50,500,30000,23171.37,21.578,5
/path/optimize/50,500,30000,23526.46,21.253,4
/path/optimize/50,500,30000,24174.87,20.683,4
/path/optimize/50,500,30000,28055.87,17.822,4
/path/optimize/50,500,30000,24092.09,20.754,4
uri,concurrency,requests,qps,tpr,t_90
/path/optimize/100,500,30000,6967.99,71.757,24
/path/optimize/100,500,30000,9104.42,54.918,8
/path/optimize/100,500,30000,22710.34,22.016,4
/path/optimize/100,500,30000,23212.14,21.54,4
/path/optimize/100,500,30000,23021.23,21.719,4
/path/optimize/100,500,30000,22920.43,21.815,4
/path/optimize/100,500,30000,24011.85,20.823,4
/path/optimize/100,500,30000,23627.65,21.162,4
/path/optimize/100,500,30000,24094.1,20.752,4
/path/optimize/100,500,30000,23257.89,21.498,5
/path/optimize/100,500,30000,23379.76,21.386,4
/path/optimize/100,500,30000,23725.06,21.075,4
/path/optimize/100,500,30000,23547.38,21.234,4
/path/optimize/100,500,30000,23546.92,21.234,5
/path/optimize/100,500,30000,23551.0,21.231,4
/path/optimize/100,500,30000,21040.55,23.764,4
/path/optimize/100,500,30000,23506.38,21.271,4
/path/optimize/100,500,30000,23321.26,21.44,4
/path/optimize/100,500,30000,23626.9,21.162,4
/path/optimize/100,500,30000,23566.69,21.216,5
uri,concurrency,requests,qps,tpr,t_90
/path/optimize/200,500,30000,8741.26,57.2,23
/path/optimize/200,500,30000,9106.81,54.904,8
/path/optimize/200,500,30000,16241.29,30.786,4
/path/optimize/200,500,30000,23326.35,21.435,4
/path/optimize/200,500,30000,22482.28,22.24,5
/path/optimize/200,500,30000,23066.77,21.676,4
/path/optimize/200,500,30000,23108.46,21.637,4
/path/optimize/200,500,30000,22374.99,22.346,5
/path/optimize/200,500,30000,23855.83,20.959,4
/path/optimize/200,500,30000,23311.18,21.449,4
/path/optimize/200,500,30000,23671.48,21.122,4
/path/optimize/200,500,30000,23430.86,21.339,4
/path/optimize/200,500,30000,22947.5,21.789,4
/path/optimize/200,500,30000,23033.0,21.708,4
/path/optimize/200,500,30000,23568.34,21.215,4
/path/optimize/200,500,30000,23044.96,21.697,5
/path/optimize/200,500,30000,23421.12,21.348,5
/path/optimize/200,500,30000,21121.63,23.672,4
/path/optimize/200,500,30000,21096.47,23.701,4
/path/optimize/200,500,30000,22769.45,21.959,5
uri,concurrency,requests,qps,tpr,t_90
/path/optimize/300,500,30000,6974.01,71.695,27
/path/optimize/300,500,30000,14735.3,33.932,18
/path/optimize/300,500,30000,16914.3,29.561,6
/path/optimize/300,500,30000,19862.1,25.174,5
/path/optimize/300,500,30000,19849.32,25.19,6
/path/optimize/300,500,30000,18981.35,26.342,6
/path/optimize/300,500,30000,19765.44,25.297,5
/path/optimize/300,500,30000,19826.96,25.218,7
/path/optimize/300,500,30000,19810.48,25.239,5
/path/optimize/300,500,30000,19356.3,25.831,5
/path/optimize/300,500,30000,20025.03,24.969,5
/path/optimize/300,500,30000,19179.55,26.069,6
/path/optimize/300,500,30000,20254.91,24.685,6
/path/optimize/300,500,30000,19931.1,25.086,5
/path/optimize/300,500,30000,19704.43,25.375,5
/path/optimize/300,500,30000,18944.44,26.393,5
/path/optimize/300,500,30000,20009.76,24.988,5
/path/optimize/300,500,30000,19819.17,25.228,6
/path/optimize/300,500,30000,19490.73,25.653,5
/path/optimize/300,500,30000,20013.96,24.983,6
uri,concurrency,requests,qps,tpr,t_90
/path/optimize/400,500,30000,7335.92,68.158,41
/path/optimize/400,500,30000,10946.72,45.676,14
/path/optimize/400,500,30000,13537.52,36.934,25
/path/optimize/400,500,30000,15427.46,32.41,7
/path/optimize/400,500,30000,17143.32,29.166,6
/path/optimize/400,500,30000,16282.14,30.709,6
/path/optimize/400,500,30000,16116.71,31.024,7
/path/optimize/400,500,30000,15420.76,32.424,8
/path/optimize/400,500,30000,16486.5,30.328,7
/path/optimize/400,500,30000,16606.62,30.108,6
/path/optimize/400,500,30000,16061.64,31.13,8
/path/optimize/400,500,30000,16372.32,30.539,6
/path/optimize/400,500,30000,16227.56,30.812,7
/path/optimize/400,500,30000,16106.61,31.043,7
/path/optimize/400,500,30000,16012.79,31.225,8
/path/optimize/400,500,30000,15240.69,32.807,7
/path/optimize/400,500,30000,16293.74,30.687,7
/path/optimize/400,500,30000,17259.28,28.97,6
/path/optimize/400,500,30000,15236.21,32.817,6
/path/optimize/400,500,30000,15414.62,32.437,6
uri,concurrency,requests,qps,tpr,t_90
/path/optimize/500,500,30000,7281.19,68.67,44
/path/optimize/500,500,30000,10503.99,47.601,18
/path/optimize/500,500,30000,11471.16,43.588,14
/path/optimize/500,500,30000,13085.87,38.209,9
/path/optimize/500,500,30000,12829.1,38.974,9
/path/optimize/500,500,30000,12861.76,38.875,10
/path/optimize/500,500,30000,13009.91,38.432,8
/path/optimize/500,500,30000,12676.17,39.444,8
/path/optimize/500,500,30000,13025.41,38.387,9
/path/optimize/500,500,30000,11299.9,44.248,7
/path/optimize/500,500,30000,13121.28,38.106,8
/path/optimize/500,500,30000,13069.74,38.256,9
/path/optimize/500,500,30000,9097.19,54.962,7
/path/optimize/500,500,30000,14737.06,33.928,7
/path/optimize/500,500,30000,13426.48,37.24,10
/path/optimize/500,500,30000,13174.43,37.952,8
/path/optimize/500,500,30000,13154.58,38.01,8
/path/optimize/500,500,30000,12945.43,38.624,9
/path/optimize/500,500,30000,12990.47,38.49,8
/path/optimize/500,500,30000,13249.1,37.738,9
